Table S11. CCM.,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Strain,Habitat,BlmFreq,BlmType,icfA,ccmKLMNO,bicA,cmpABCD,ndhF3-D3-chpY,ndhF4D4-chpX,sbtA,rbcLS,,,,,,,,,,,,,,,,
Prochlorococcus_sp._MIT_0603,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|1|D0F1Y0,0|3|1|D1F0X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_sp._MIT_0604,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|0|D0F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_sp._MIT_0701,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|1|D0F1Y0,0|3|1|D1F0X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_sp._MIT_0702,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|1|D0F1Y0,0|3|1|D1F0X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_sp._MIT_0703,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|1|D0F1Y0,0|3|1|D1F0X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_sp._MIT_0801,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|0|D0F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_sp._SS52,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|0|D0F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorothrix_hollandica_PCC_9006,F,0,N,1|s,1|5|8|K4L1M1N1O1,1|s,1|4|7|A2B2C1D2,0|3|2|D0F1Y1,1|3|6|D3F2X1,2|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Raphidiopsis_brookii_D9,F,1,O,0|s,1|5|8|K4L1M1N1O1,0|s,1|4|13|A3B6C1D3,0|3|2|D0F1Y1,1|3|6|D3F2X1,0|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Rivularia_sp._PCC_7116,M,0,N,2|s,1|5|8|K4L1M1N1O1,5|s,0|4|1|A0B1C0D0,0|3|2|D0F1Y1,1|3|8|D5F2X1,1|s,1|2|3|L2S1,,,,,,,,,,,,,,,,
Rubidibacter_lacunae_KORDI_51-2,F,0,N,0|s,1|5|8|K4L1M1N1O1,4|s,0|4|1|A0B1C0D0,1|3|4|D1F2Y1,1|3|5|D3F1X1,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Spirulina_major_PCC_6313,F,0,N,0|s,1|5|8|K4L1M1N1O1,4|s,0|4|3|A1B1C0D1,0|3|1|D0F0Y1,1|3|8|D4F3X1,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Spirulina_subsalsa_PCC_9445,F,0,N,1|s,1|5|8|K4L1M1N1O1,2|s,1|4|5|A2B1C1D1,0|3|3|D0F2Y1,1|3|4|D2F1X1,1|s,1|2|3|L2S1,,,,,,,,,,,,,,,,
Stanieria_cyanosphaera_PCC_7437,F,9,O,4|s,1|5|9|K5L1M1N1O1,3|s,2|4|12|A3B4C2D3,0|3|2|D0F1Y1,1|3|7|D4F2X1,2|s,1|2|3|L2S1,,,,,,,,,,,,,,,,
Synechococcus_elongatus_PCC_7942,M,9,O,2|s,1|5|6|K2L1M1N1O1,1|s,2|4|12|A3B4C2D3,1|3|3|D1F1Y1,1|3|5|D2F2X1,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Synechococcus_sp._CC9616,M,9,O,2|s,0|5|0|K0L0M0N0O0,3|s,0|4|1|A0B1C0D0,0|3|2|D1F1Y0,1|3|4|D2F1X1,0|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Synechococcus_sp._CC9902,M,9,O,1|s,0|5|0|K0L0M0N0O0,3|s,0|4|0|A0B0C0D0,0|3|0|D0F0Y0,1|3|5|D2F2X1,0|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Synechococcus_sp._KORDI-100,M,9,O,2|s,0|5|0|K0L0M0N0O0,3|s,0|4|1|A0B1C0D0,0|3|2|D2F0Y0,1|3|4|D1F2X1,0|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
